uid1,uid2,ds,dt,tile_hash,dist_apart,time_diff,lat1,lat2,lon1,lon2,t1,t2
000,005,1000,1200,lat39.992673209358124_lon116.3101852075176_t1226710800,166.11231306993602,237.00000405311584,40.001543,40.000056,116.321599,116.321786,1226711187.999999,1226711425.000003
000,001,1000,1200,lat39.992673209358124_lon116.32187065132273_t1226710800,781.6867110843477,388.9999988079071,40.000083,40.001528,116.32189,116.330871,1226711243.000002,1226710854.000003
000,005,1000,1200,lat39.992673209358124_lon116.32187065132273_t1226710800,156.8521743460965,121.99999713897705,40.000083,40.001488,116.32189,116.322054,1226711243.000002,1226711364.999999
001,005,1000,1200,lat39.992673209358124_lon116.32187065132273_t1226710800,751.0308977959031,510.99999594688416,40.001528,40.001488,116.330871,116.322054,1226710854.000003,1226711364.999999
000,003,1000,1200,lat40.00167140971805_lon116.3101852075176_t1226719200,721.81753308247,172.99999904632568,40.008289,40.001798,116.321824,116.321723,1226719910.000001,1226720083.0
000,096,1000,1200,lat40.00167140971805_lon116.3101852075176_t1226719200,783.5659524833003,82.99999713897705,40.008289,40.00168,116.321824,116.318632,1226719910.000001,1226719992.999998
003,096,1000,1200,lat40.00167140971805_lon116.3101852075176_t1226719200,263.61220869415735,90.00000190734863,40.001798,40.00168,116.321723,116.318632,1226720083.0,1226719992.999998
000,003,1000,1200,lat40.00167140971805_lon116.3101852075176_t1226721600,875.2190403530108,28.000002145767212,40.002459,40.004916,116.311318,116.32108,1226721604.999997,1226721632.999999
000,005,1000,1200,lat40.00167140971805_lon116.3101852075176_t1226721600,1176.8676612059598,105.0000011920929,40.002459,40.009794,116.311318,116.321279,1226721604.999997,1226721709.999998
003,005,1000,1200,lat40.00167140971805_lon116.3101852075176_t1226721600,542.6735971429434,76.99999904632568,40.004916,40.009794,116.32108,116.321279,1226721632.999999,1226721709.999998
000,005,1000,1200,lat40.01066961007798_lon116.3101852075176_t1226721600,341.3237589774661,155.0000011920929,40.01378,40.010714,116.320342,116.320536,1226721665.000002,1226721820.000003
000,003,1000,1200,lat39.992673209358124_lon116.32187065132273_t1226824800,300.50119505044495,818.9999940395355,39.999006,39.999945,116.324101,116.327409,1226825731.999996,1226824913.000002
000,012,1000,1200,lat40.00167140971805_lon116.3101852075176_t1227001200,1027.0241753913715,494.0000009536743,40.009559,40.001686,116.321646,116.315341,1227001805.000001,1227001311.0
000,004,1000,1200,lat40.00167140971805_lon116.3101852075176_t1227004800,219.49273457018077,532.9999918937683,40.007297,40.005825,116.319651,116.321368,1227005655.999995,1227005123.000003
000,012,1000,1200,lat40.00167140971805_lon116.3101852075176_t1227004800,341.58921947838974,854.9999969005585,40.007297,40.006132,116.319651,116.31594,1227005655.999995,1227004800.999998
004,012,1000,1200,lat40.00167140971805_lon116.3101852075176_t1227004800,463.57653581412313,322.00000500679016,40.005825,40.006132,116.321368,116.31594,1227005123.000003,1227004800.999998
000,012,1000,1200,lat40.00167140971805_lon116.3101852075176_t1227006000,651.5900965264404,2.000005006790161,40.002044,40.006081,116.321557,116.316012,1227006000.999999,1227006003.000004
000,012,1000,1200,lat39.992673209358124_lon116.3101852075176_t1227006000,244.63249861435804,1107.0000009536743,40.001629,40.001624,116.321538,116.318666,1227006015.999998,1227007122.999999
000,004,1000,1200,lat39.992673209358124_lon116.32187065132273_t1227007200,592.6158348536229,153.99999904632568,39.992837,39.994915,116.328355,116.321949,1227008155.999997,1227008309.999996
000,012,1000,1200,lat39.992673209358124_lon116.32187065132273_t1227007200,934.3603859456927,881.9999978542328,39.992837,39.999619,116.328355,116.321879,1227008155.999997,1227007273.999999
004,012,1000,1200,lat39.992673209358124_lon116.32187065132273_t1227007200,523.0949218974953,1035.9999969005585,39.994915,39.999619,116.321949,116.321879,1227008309.999996,1227007273.999999
000,012,1000,1200,lat39.9836750089982_lon116.32187065132273_t1227007200,151.4086548300543,598.0,39.992289,39.992632,116.328195,116.326475,1227008160.999999,1227007562.999999
000,001,1000,1200,lat39.992673209358124_lon116.2984997637125_t1227100800,581.4876762033323,476.0000030994415,39.99803,39.992815,116.310181,116.309674,1227101490.999997,1227101967.0
000,001,1000,1200,lat39.9836750089982_lon116.2984997637125_t1227100800,211.15490876032374,194.00000309944153,39.99263,39.990992,116.30886,116.310114,1227101736.000001,1227101930.000004
000,003,1000,1200,lat39.992673209358124_lon116.32187065132273_t1227152400,451.63606736470865,1054.0000019073486,39.999738,39.999976,116.322057,116.32735,1227153456.0,1227152401.999998
000,006,1000,1200,lat40.00167140971805_lon116.32187065132273_t1227266400,1091.3012412605403,136.99999594688416,40.009273,40.002575,116.321942,116.331307,1227267238.0,1227267374.999996
000,003,1000,1200,lat40.00167140971805_lon116.3101852075176_t1227316800,246.55346908868853,203.99999904632568,40.008639,40.007908,116.321636,116.318903,1227317004.000003,1227316800.000004
000,003,1000,1200,lat40.00167140971805_lon116.3101852075176_t1227318000,261.49062067994885,329.00000190734863,40.009783,40.007486,116.319823,116.319165,1227318334.000001,1227318004.999999
000,003,1000,1200,lat39.9836750089982_lon116.3101852075176_t1227332400,315.62398469913074,552.9999949932098,39.986353,39.98376,116.311987,116.31048,1227333054.999998,1227332502.000003
000,003,1000,1200,lat39.9836750089982_lon116.2984997637125_t1227332400,280.7070345055558,457.99999713897705,39.984012,39.986535,116.310044,116.310156,1227333074.999999,1227332617.000002
000,003,1000,1200,lat39.97467680863827_lon116.2984997637125_t1227332400,135.34828344761323,667.9999918937683,39.983552,39.982336,116.310067,116.310138,1227333084.999995,1227332417.000003
000,003,1000,1200,lat39.97467680863827_lon116.3101852075176_t1227332400,133.95839313877954,707.9999969005585,39.982814,39.981645,116.310194,116.310574,1227333110.0,1227332402.000003
000,003,1000,1200,lat39.992673209358124_lon116.32187065132273_t1227435600,288.17726902975494,452.0000009536743,39.999277,40.001374,116.324907,116.326895,1227435712.999998,1227436164.999999
000,004,1000,1200,lat39.992673209358124_lon116.32187065132273_t1227435600,355.42736383745796,563.0,39.999277,39.997077,116.324907,116.32188,1227435712.999998,1227436275.999998
003,004,1000,1200,lat39.992673209358124_lon116.32187065132273_t1227435600,640.923753396242,110.99999904632568,40.001374,39.997077,116.326895,116.32188,1227436164.999999,1227436275.999998
000,003,1000,1200,lat39.992673209358124_lon116.32187065132273_t1228129200,297.1503263332377,1103.9999928474426,39.998611,40.0008,116.323661,116.325662,1228130306.999997,1228129203.000004
000,009,1000,1200,lat39.992673209358124_lon116.32187065132273_t1228130400,1019.984874399235,603.9999959468842,40.001404,39.992691,116.324336,116.32808,1228130402.000003,1228131005.999999
000,003,1000,1200,lat40.00167140971805_lon116.3101852075176_t1228233600,359.0040825755094,51.99999499320984,40.007706,40.010315,116.319348,116.321831,1228234287.999997,1228234236.000002
000,004,1000,1200,lat40.00167140971805_lon116.3101852075176_t1228347600,192.7105493922264,537.0000019073486,40.008959,40.010624,116.32117,116.321798,1228348179.0,1228347641.999998
000,004,1000,1200,lat40.00167140971805_lon116.32187065132273_t1228347600,954.677711006296,891.999993801117,40.001922,40.010472,116.322895,116.321875,1228348543.999997,1228347652.000003
000,004,1000,1200,lat39.992673209358124_lon116.32187065132273_t1228347600,221.524441996588,617.0,40.001614,40.001523,116.321887,116.324485,1228348554.000002,1228347937.000002
000,001,1000,1200,lat39.992673209358124_lon116.32187065132273_t1228348800,214.1452939094798,1089.0000030994415,39.999775,39.999768,116.324454,116.32194,1228348804.0,1228349893.000003
000,001,1000,1200,lat40.00167140971805_lon116.3101852075176_t1228996800,585.4250115668136,872.0000009536743,40.003389,40.005006,116.318809,116.312268,1228997672.000001,1228996800.0
000,008,1000,1200,lat39.992673209358124_lon116.32187065132273_t1229056800,804.9613986943899,152.99999713897705,39.999776,39.993098,116.321969,116.325617,1229056954.999998,1229056802.000001
000,004,1000,1200,lat40.00167140971805_lon116.32187065132273_t1229076000,385.71235736101676,926.0000009536743,40.001827,40.005033,116.322532,116.324261,1229076926.000004,1229076000.000003
000,003,1000,1200,lat40.00167140971805_lon116.32187065132273_t1229077200,915.7999844666336,378.0,40.009951,40.001855,116.322472,116.324446,1229077261.000002,1229077639.000002
000,004,1000,1200,lat40.00167140971805_lon116.32187065132273_t1229077200,29.536291811053353,333.99999713897705,40.009951,40.010211,116.322472,116.322543,1229077261.000002,1229077594.999999
003,004,1000,1200,lat40.00167140971805_lon116.32187065132273_t1229077200,943.1761231629068,44.00000286102295,40.001855,40.010211,116.324446,116.322543,1229077639.000002,1229077594.999999
000,003,1000,1200,lat39.992673209358124_lon116.32187065132273_t1229217600,505.5349689408537,576.0000019073486,39.995567,40.000078,116.327179,116.327918,1229217600.999998,1229218177.0
000,003,1000,1200,lat39.992673209358124_lon116.32187065132273_t1238373600,0.0,0.0,40.000031,40.000031,116.326378,116.326378,1238374327.999999,1238374327.999999
000,003,1000,1200,lat40.00167140971805_lon116.32187065132273_t1238373600,0.0,0.0,40.001781,40.001781,116.324274,116.324274,1238374468.000002,1238374468.000002
000,003,1000,1200,lat40.00167140971805_lon116.3101852075176_t1238373600,0.0,0.0,40.006688,40.006688,116.321805,116.321805,1238374627.999998,1238374627.999998
000,003,1000,1200,lat40.00167140971805_lon116.3101852075176_t1238374800,0.0,0.0,40.007266,40.007266,116.320658,116.320658,1238374803.000001,1238374803.000001
000,003,1000,1200,lat40.00167140971805_lon116.3101852075176_t1238384400,0.0,0.0,40.007128,40.007128,116.321381,116.321381,1238384841.999999,1238384841.999999
000,003,1000,1200,lat40.00167140971805_lon116.32187065132273_t1238384400,0.0,0.0,40.005798,40.005798,116.323314,116.323314,1238384852.000003,1238384852.000003
000,003,1000,1200,lat40.00167140971805_lon116.32187065132273_t1238385600,0.0,0.0,40.006702,40.006702,116.325544,116.325544,1238385601.999999,1238385601.999999
000,003,1000,1200,lat40.00167140971805_lon116.32187065132273_t1238389200,0.0,0.0,40.00549,40.00549,116.328816,116.328816,1238390279.999997,1238390279.999997
000,003,1000,1200,lat40.00167140971805_lon116.32187065132273_t1238390400,0.0,0.0,40.006544,40.006544,116.323471,116.323471,1238390405.000001,1238390405.000001
000,003,1000,1200,lat40.00167140971805_lon116.3101852075176_t1238390400,0.0,0.0,40.006719,40.006719,116.321766,116.321766,1238390464.999997,1238390464.999997
000,003,1000,1200,lat40.00167140971805_lon116.3101852075176_t1238391600,0.0,0.0,40.006971,40.006971,116.317555,116.317555,1238391605.000002,1238391605.000002
000,003,1000,1200,lat40.00167140971805_lon116.32187065132273_t1238391600,0.0,0.0,40.003499,40.003499,116.322091,116.322091,1238391799.999998,1238391799.999998
000,003,1000,1200,lat39.992673209358124_lon116.32187065132273_t1238391600,0.0,0.0,40.001607,40.001607,116.326734,116.326734,1238391930.000004,1238391930.000004
000,003,1000,1200,lat39.992673209358124_lon116.32187065132273_t1238392800,0.0,0.0,40.000086,40.000086,116.327469,116.327469,1238392800.0,1238392800.0
000,003,1000,1200,lat39.992673209358124_lon116.3101852075176_t1238392800,0.0,0.0,39.999785,39.999785,116.321644,116.321644,1238393010.000004,1238393010.000004
000,003,1000,1200,lat39.992673209358124_lon116.32187065132273_t1238394000,0.0,0.0,39.999814,39.999814,116.323318,116.323318,1238394000.000001,1238394000.000001
000,003,1000,1200,lat39.992673209358124_lon116.32187065132273_t1238404800,0.0,0.0,40.000004,40.000004,116.327193,116.327193,1238405819.999996,1238405819.999996
000,003,1000,1200,lat39.992673209358124_lon116.32187065132273_t1238406000,0.0,0.0,40.001186,40.001186,116.326617,116.326617,1238406000.000002,1238406000.000002
000,003,1000,1200,lat40.00167140971805_lon116.32187065132273_t1238406000,0.0,0.0,40.001676,40.001676,116.326567,116.326567,1238406020.000004,1238406020.000004
000,003,1000,1200,lat40.01066961007798_lon116.32187065132273_t1238406000,0.0,0.0,40.010865,40.010865,116.322866,116.322866,1238406409.999996,1238406409.999996
000,003,1000,1200,lat40.00167140971805_lon116.32187065132273_t1238407200,0.0,0.0,40.00964,40.00964,116.322243,116.322243,1238407705.000002,1238407705.000002
000,003,1000,1200,lat40.00167140971805_lon116.3101852075176_t1238407200,0.0,0.0,40.008118,40.008118,116.321834,116.321834,1238407779.999998,1238407779.999998
000,003,1000,1200,lat40.01066961007798_lon116.32187065132273_t1238407200,0.0,0.0,40.010879,40.010879,116.322783,116.322783,1238407785.0,1238407785.0
000,003,1000,1200,lat39.992673209358124_lon116.32187065132273_t1238407200,0.0,0.0,40.00155,40.00155,116.326625,116.326625,1238408265.000004,1238408265.000004
000,003,1000,1200,lat39.992673209358124_lon116.32187065132273_t1238408400,0.0,0.0,40.000069,40.000069,116.327342,116.327342,1238408400.000004,1238408400.000004
000,003,1000,1200,lat39.992673209358124_lon116.32187065132273_t1238427600,0.0,0.0,39.999899,39.999899,116.327505,116.327505,1238428441.000002,1238428441.000002
000,003,1000,1200,lat40.00167140971805_lon116.32187065132273_t1238427600,0.0,0.0,40.001702,40.001702,116.324518,116.324518,1238428670.999999,1238428670.999999
000,003,1000,1200,lat40.00167140971805_lon116.32187065132273_t1238428800,0.0,0.0,40.004921,40.004921,116.324252,116.324252,1238428800.999996,1238428800.999996
000,003,1000,1200,lat40.00167140971805_lon116.3101852075176_t1238428800,0.0,0.0,40.006604,40.006604,116.321816,116.321816,1238428946.000002,1238428946.000002
000,003,1000,1200,lat40.00167140971805_lon116.3101852075176_t1238458800,0.0,0.0,40.007225,40.007225,116.318037,116.318037,1238459943.999997,1238459943.999997
000,003,1000,1200,lat40.00167140971805_lon116.3101852075176_t1238460000,0.0,0.0,40.004916,40.004916,116.317745,116.317745,1238460004.000002,1238460004.000002
000,003,1000,1200,lat39.992673209358124_lon116.3101852075176_t1238460000,0.0,0.0,40.001633,40.001633,116.32166,116.32166,1238460609.000001,1238460609.000001
000,003,1000,1200,lat39.992673209358124_lon116.3101852075176_t1238461200,0.0,0.0,39.998487,39.998487,116.31807,116.31807,1238461358.999996,1238461358.999996
000,003,1000,1200,lat39.992673209358124_lon116.32187065132273_t1238461200,0.0,0.0,39.997454,39.997454,116.321955,116.321955,1238461994.000002,1238461994.000002
000,003,1000,1200,lat39.992673209358124_lon116.32187065132273_t1238462400,0.0,0.0,39.996841,39.996841,116.321943,116.321943,1238462473.000003,1238462473.000003
000,003,1000,1200,lat39.992673209358124_lon116.32187065132273_t1238463600,0.0,0.0,39.996537,39.996537,116.321997,116.321997,1238463783.0,1238463783.0
